smiles,Td,pred_Td,dev_Td
[O-][N+]1=C(N)[N+]([O-])=NC(N2C(N)=NC([N+]([O-])=O)=N2)=N1,168,186.7202619,18.72026192
NC1=C([N+]([O-])=O)N=NN1N,193.9,231.1933061,37.2933061
NN1C(CN2N=C([N+]([O-])=O)C3=C2[N+]([O-])=NN3)=NN=C1CN4N=C([N+]([O-])=O)C5=C4[N+]([O-])=NN5,308,315.3678277,7.367827724
NC1=NON=C1[N+]([O-])=O,143,171.2699375,28.26993755
O=[N+]([O-])c1nc([N+](=O)[O-])n(CN(Cn2nc([N+](=O)[O-])nc2[N+](=O)[O-])[N+](=O)[O-])n1,209,195.7505433,-13.24945667
O=[N+](C1=NON=C1N[N+]([O-])=O)[O-],64,97.25074319,33.25074319
O=[N+]([O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],120,143.9396159,23.93961589
O=[N+](C1=C(NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)N=NN1C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)[O-],236,281.4924535,45.49245349
[O-]/[N+](C1=NON=C1/N=N/C2=NON=C2[N+]([O-])=O)=N\[N+]([O-])=O,108.6,125.1345926,16.53459256
O=C(OC)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,224,222.9044645,-1.09553553
[O-][N+]1=C(N)[N+]([O-])=NC([N+]([O-])=O)=N1,109,121.7912243,12.79122433
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=N2)[O-],152,138.1115067,-13.88849327
O=[N+](C(N(C(C(N=C1)=NN1[N+]([O-])=O)=N2)N=C2[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],136,142.4631455,6.463145548
[N-]=[N+]=Nc1c([N+](=O)[O-])ncn1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],136,127.7449905,-8.255009541
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nonc2Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,262.85,277.1078694,14.25786936
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=NN2CN(C)[N+]([O-])=O,228,198.0471079,-29.95289212
CN1C([N+]([O-])=O)=NN=N1,155,167.5084499,12.50844992
O=[N+](C1=CC([N+]([O-])=O)=NN1CN2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],330,296.6559462,-33.34405378
O=[N+](C1=NON=C1C([N+]([O-])=O)[N+]([O-])=O)[O-],56,102.8789044,46.87890442
NN1C(N)=NN=C1C2=NNN=C2[N+]([O-])=O,263,271.330936,8.330935951
O=[N+]([O-])c1ccc(-n2nc3c4nn(-c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])nc4c4nn(-c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])nc4c3n2)c([N+](=O)[O-])c1,400,367.8728586,-32.12714136
O=[N+](C1=NNC(N(C=N2)N=C2[N+]([O-])=O)=N1)[O-],250,245.6741324,-4.325867619
O=[N+](N(CN1C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N1)CN2C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],169,133.6948996,-35.3051004
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,364.8,330.1735237,-34.6264763
O=[N+](C1=NOC(NC2=NN=C(NC3=NC([N+]([O-])=O)=NO3)N=N2)=N1)[O-],204,218.605508,14.60550802
NN1N=C([N+]([O-])=O)C(N=[N+]=[N-])=N1,141,141.7840402,0.784040236
O=[N+](C1=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],121,106.0424839,-14.9575161
Nc1nc([N+](=O)[O-])nn1-c1nn[nH]n1,246,235.3410899,-10.65891013
NN1C([N+]([O-])=O)=NC([N+]([O-])=O)=N1,165,188.0482972,23.04829715
NN1C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N)=NC([N+]([O-])=O)=C1[N+]([O-])=O,216,256.7700237,40.77002374
O=[N+](C1=C([N+]([O-])=O)C=NN1CN2N=CC([N+]([O-])=O)=C2[N+]([O-])=O)[O-],319,271.7710111,-47.22898892
O=[N+](C1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2[N+]([O-])=O)[O-],150,152.8658589,2.86585889
O=[N+](C1=CN(CN([N+]([O-])=O)CN2C=C([N+]([O-])=O)C=N2)N=C1)[O-],262,261.5759093,-0.424090732
NN1C(C#N)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,217,186.2014444,-30.79855558
[O-]/[N+](C1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2/[N+]([O-])=N/N3N=C([N+]([O-])=O)N=C3)=N\N4N=C([N+]([O-])=O)N=C4,146.5,144.6021056,-1.897894442
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1C=C([N+]([O-])=O)C=N1)[O-],132,142.2851159,10.28511588
[O-][N+]1=NC(NC2=NC([N+]([O-])=O)=NO2)=NN=C1NC3=NC([N+]([O-])=O)=NO3,228,206.7203001,-21.27969991
O=[N+](C1=CC([N+]([O-])=O)=C(/C=N/NC2=NN=NN2)C([N+]([O-])=O)=C1)[O-],189,174.2318198,-14.76818018
O=[N+]([O-])c1cc([N+](=O)[O-])c(N=c2[nH]c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,366,311.3483759,-54.65162412
O=[N+](C1=NON=C1C2=NN=C(N=NC3=NN=C(C4=NON=C4[N+]([O-])=O)O3)O2)[O-],278,228.0815866,-49.91841343
[N-]=[N+]=Nc1c(-n2cncn2)c(-n2cncn2)c([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-],134,129.9604284,-4.039571579
[O-]/[N+](C1=NON=C1N)=N\N2N=C([N+]([O-])=O)N=C2,200,187.5160554,-12.48394457
O=[N+](C1=C2C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3N=NN2N=C1[N+]([O-])=O)[O-],233,248.2366057,15.23660573
O=[N+](C1=C(/C=N/NC(N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)=N/N=C/C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],178,196.483346,18.48334603
O=[N+]([O-])c1ccn(C([N+](=O)[O-])[N+](=O)[O-])n1,135.8,122.9260969,-12.87390312
O=[N+](C1=NC=CN1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],126,128.0964058,2.096405772
O=[N+](C1=C([N+]([O-])=O)NC(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2)=N1)[O-],290,272.2601237,-17.7398763
O=[N+]([O-])c1no[n+]([O-])c1-c1nnn[nH]1,169,147.4277309,-21.57226911
NC1=NC(N)=C([N+]([O-])=O)C=C1[N+]([O-])=O,270,288.0956313,18.09563129
O=[N+](C1=CC=CC(N2N=NN=C2)=C1)[O-],151,192.8958504,41.89585044
O=[N+]([O-])c1c(-n2cncn2)c([N+](=O)[O-])c(-n2cncn2)c([N+](=O)[O-])c1-n1cncn1,228,263.5725114,35.57251139
O=[N+](C1=NNC2=C1NN=C2[N+]([O-])=O)[O-],336,325.0696668,-10.93033323
N#[N+]C1=C([N+]([O-])=O)N=C(C2=NC([N+]([O-])=O)=C([N+]#N)[N-]2)[N-]1,199,200.6136197,1.613619704
NC1=NON=C1N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O,245,241.7044351,-3.295564872
O=[N+](C1=NN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(N=[N+]=[N-])=C1[N+]([O-])=O)[O-],117,120.0492145,3.049214539
O=[N+](C1=NNC([N+]([O-])=O)=C1CC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],262,302.2910622,40.29106216
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NON=C2[N+]([O-])=O)[O-],225,222.4214731,-2.578526858
O=[N+](N1N=C(C2=NC([N+]([O-])=O)=NN2)N=C1)[O-],173,219.6159942,46.61599419
CN1N=C([N+]([O-])=O)C(N[N+]([O-])=O)=N1,112,124.1692307,12.16923072
ON(N=C1[N+]([O-])=O)C2=C1N(O)N=C2[N+]([O-])=O,296,241.3239219,-54.67607807
[O-]C1=N[N+](C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)=NO1,229,205.0279076,-23.97209243
O=[N+](C([N+]([O-])=O)C1=NNC([N+]([O-])=O)=N1)[O-],86,127.5455352,41.54553516
[O-][N+]1=C(N)[N+]([O-])=NC(N2C(C)=C([N+]([O-])=O)C(C)=N2)=N1,211,231.1638134,20.16381343
CN(C([N+]([O-])=O)=C1N=[N+]=[N-])N=C1[N+]([O-])=O,161,155.0080213,-5.991978741
O=[N+](C1=NNC([N+]([O-])=O)=C1CCC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],351,314.252944,-36.74705604
[O-][N+]1=C(C([N+]([O-])=O)=NO1)C2=CC=C([N+]([O-])=O)C(C3=[N+]([O-])ON=C3[N+]([O-])=O)=C2,172,199.0346423,27.03464226
O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)N=NN/1)[O-],148,151.2210707,3.221070732
NC1=C([N+]([O-])=O)N(N=C1[N+]([O-])=O)C2=C([N+]([O-])=O)NN=C2[N+]([O-])=O,284,281.0117522,-2.988247766
[O-][N+]1=C([N+]([O-])=O)C(C2=NO[N+]([O-])=C2C3=NO[N+]([O-])=C3[N+]([O-])=O)=NO1,130.1,134.5364817,4.436481653
NC1=NC(N=[N+]=[N-])=NN=C1[N+]([O-])=O,162,159.4033935,-2.596606468
O=[N+](N(CN1C=C([N+]([O-])=O)C([N+]([O-])=O)=N1)CN2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],261,231.0358548,-29.96414521
O=[N+](C1=CNN=C1C2=NN=C(C3=NNC=C3[N+]([O-])=O)O2)[O-],338,334.8156956,-3.184304399
[O-][N+]1=C2C3=NON=C3N(C4=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C=C4[N+]([O-])=O)C5=NON=C5C2=NO1,314,294.9209784,-19.07902161
O=C(N[N+]([O-])=O)NC1=NON=C1[N+]([O-])=O,122,105.5844258,-16.4155742
O=[N+](C1=C(/C=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1/C=C/C3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O)[O-],275.1,316.5164963,41.41649635
O=[N+](C(C([N+]([O-])=O)=C1[N+]([O-])=O)=NN1CC2=NN=C(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C([N+]([O-])=O)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C([N+]([O-])=O)=C6[N+]([O-])=O)[O-],151,154.0649611,3.064961142
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1C=C([N+]([O-])=O)N=C1)[O-],119,131.976249,12.97624895
[O-][N+]1=C(C2=NON=C2[N+]([O-])=O)C(C3=NON=C3[N+]([O-])=O)=NO1,231,186.0853909,-44.91460915
O=[N+](C1=CNN=C1[N+]([O-])=O)[O-],285,245.9256745,-39.07432545
O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=N2)N=C1)[O-],227,210.8025908,-16.19740917
[O-][N+](ON=C1[N+]([O-])=O)=C1C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,152.9,187.3017912,34.40179124
Nn1cnc([N+](=O)[O-])c1[N+](=O)[O-],235,234.489372,-0.510628018
NC1=NC([N+]([O-])=O)=NN1CN(CN2N=C([N+]([O-])=O)N=C2N)[N+]([O-])=O,246,238.9021323,-7.097867735
O=[N+]([O-])c1ncn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,141,140.7617422,-0.238257799
O=[N+](C1=NNN=N1)[O-],130,170.0688162,40.06881624
O=[N+](C1=NN(CO[N+]([O-])=O)C2=C1N(CO[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],206,197.6999772,-8.300022842
O=[N+](C1=CN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1)[O-],112,148.789337,36.789337
O=[N+](C1=CNN=C1C2=NNC=C2[N+]([O-])=O)[O-],365,336.4582353,-28.54176473
NC1=C(N(CCCN2N=NN=C2N)N=C1[N+]([O-])=O)[N+]([O-])=O,265,267.6927419,2.692741918
[O-][N+]1=C([N+]([O-])=O)C(C2=NON=C2[N+]([O-])=O)=NO1,145,141.6197578,-3.380242176
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-n1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],297,237.9909225,-59.00907752
[O-][N+]1=C(C2=NN=C(N[N+]([O-])=O)O2)C([N+]([O-])=O)=NO1,85,102.6618179,17.66181788
O=[N+](C1=CC([N+]([O-])=O)=CC2=C1C=NN2C3=NN=C(N/N=C/C4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)N=N3)[O-],266,229.8183579,-36.18164206
[O-]C1=C(C([N+]([O-])=O)=NN1C)[N+]#N,228,205.7156691,-22.28433092
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=N1)[O-],181,173.6109549,-7.389045074
O=[N+]([O-])c1nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2c([N+](=O)[O-])nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c12,160,152.0609855,-7.939014539
Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-],264,230.3178005,-33.68219953
NC1=NN=C(N1N)C2=NNC=C2[N+]([O-])=O,331,303.2565458,-27.74345418
O=[N+](C1=C(N=[N+]=[N-])N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],131,120.1231859,-10.87681414
[O-]/[N+](C1=NON=C1/N=[N+]([O-])/C2=NON=C2[N+]([O-])=O)=N\[N+]([O-])=O,114,126.4834279,12.48342788
O=[N+](C1=NN(CN=[N+]=[N-])C2=C1N(CN=[N+]=[N-])N=C2[N+]([O-])=O)[O-],198,218.1413396,20.14133964
O=[N+](C1=C(N=[N+]=[N-])C([N+]([O-])=O)=NN1CC2=NN=NN2)[O-],148,140.4468408,-7.553159235
NN1C=C([N+]([O-])=O)C([N+]([O-])=O)=N1,241,227.8041374,-13.19586264
O=[N+](N(CN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=CC([N+]([O-])=O)=N2)[O-],250,237.2698657,-12.73013426
[O-][N+](ON=C1C2=C([N+]([O-])=O)C=C(C=C2)C3=NO[N+]([O-])=C3[N+]([O-])=O)=C1[N+]([O-])=O,198.8,179.5703353,-19.22966469
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],350,313.2385015,-36.76149849
O=[N+](C1=NNN=C1N[N+]([O-])=O)[O-],130,124.208955,-5.791044961
Nc1nonc1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],241.17,250.3054248,9.13542481
NN1C(CN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)=NN=C1CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O,213,220.0320152,7.032015224
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=C([N+]([O-])=O)C=C1[N+]([O-])=O)[O-],220,204.2385845,-15.76141551
CN(C([N+]([O-])=O)=C1N)N=C1[N+]([O-])=O,270,258.8941831,-11.10581693
NC1=NC([N+]([O-])=O)=NN1C2=NC([N+]([O-])=O)=NN2,252,259.7079003,7.70790028
O=[N+]([O-])OCc1nc([N+](=O)[O-])n[nH]1,163.18,178.8174052,15.63740523
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NN=NN2)[O-],155,195.2629178,40.26291777
O=[N+](C1=NNC([N+]([O-])=O)=C1)[O-],199,248.1892144,49.18921443
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NO/C(N2)=N/[N+]([O-])=O,201,192.2980757,-8.701924298
NN1C(N)=NC([N+]([O-])=O)=N1,244,225.8675018,-18.13249821
NC1=C([N+]([O-])=O)N(CN([N+]([O-])=O)CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2)N=C1[N+]([O-])=O,232,234.6364865,2.636486477
O=[N+](C1=NNC(NC2=NN=C(NC3=NC([N+]([O-])=O)=NN3)N=N2)=N1)[O-],283.6,279.2114926,-4.388507448
CC1=NON=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,141,143.8109888,2.810988817
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],157,169.6028292,12.60282915
NC1=C([N+]([O-])=O)C(C#N)=C([N+]([O-])=O)C(C#N)=C1[N+]([O-])=O,202,202.9981004,0.998100383
O=[N+](C1=CC([N+]([O-])=O)=CC2=C1C=NN2/C(N/N=C/C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)=N\N=CC4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)[O-],192,228.3091197,36.30911966
NC1=C(N=NN2)C2=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O,322,343.4054246,21.40542463
O=[N+](C1=NNN=C1C2=NN=NN2)[O-],188,218.2194657,30.21946569
O=[N+]([O-])c1cn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cn1,139,149.0384647,10.03846472
O=[N+](C1=NNC=C1)[O-],231,241.7217634,10.72176336
O=[N+](C1=NNN=C1NC2=NN=NN2)[O-],308,233.207393,-74.79260704
NN1C=NN=C1N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,185,196.8206733,11.82067326
O=[N+]([O-])c1c(-n2cncn2)c(-n2cncn2)c(-n2cncn2)c([N+](=O)[O-])c1-n1cncn1,249.5,274.760218,25.26021797
O=[N+](C1=CC2=C(N/C(N2)=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],250,247.1022646,-2.897735355
NC1=NN=NN1CCN(C(N)=C2[N+]([O-])=O)N=C2[N+]([O-])=O,239,245.4590313,6.459031302
NC(N=N1)=C([N+]([O-])=O)N2C1=C([N+]([O-])=O)C(C3=NN(C(N)=C([N+]([O-])=O)N=N4)C4=C3[N+]([O-])=O)=N2,315,298.2605361,-16.73946387
[O-][N+]1=C(C2=[N+]([O-])ON=C2[N+]([O-])=O)C([N+]([O-])=O)=NO1,140,131.9379008,-8.062099206
O=[N+](NC1=NNC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[O-],124,91.95554339,-32.04445661
O=[N+](C1=NN(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=NN2N[N+]([O-])=O)=N1)[O-],121,119.9785811,-1.021418937
O=[N+]([O-])c1nonc1N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],135,122.7641395,-12.23586046
NC1=NC(CN2C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=NO1,201,227.7694549,26.76945494
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1C#N,196,232.873242,36.87324195
[O-][N+]1=C(C(N=[N+]=[N-])=NO1)C2=[N+]([O-])ON=C2[N+]([O-])=O,112.7,104.6865199,-8.013480094
Nc1c([N+](=O)[O-])nn(-c2c([N+](=O)[O-])nn(N)c2[N+](=O)[O-])c1[N+](=O)[O-],284,253.8637776,-30.13622239
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1C3=NN=NN3,240,252.4242944,12.4242944
[O-][N+](ON=C1[N+]([O-])=O)=C1C#N,132.85,139.4276843,6.577684292
O=[N+](C1=NON=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=C2[N+]([O-])=O)[O-],134,144.0148206,10.01482061
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,310,306.3255679,-3.674432078
OC(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=C1[N+]([O-])=O,159,192.6200921,33.62009207
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN(N=NN/2)C2=N\[N+]([O-])=O,152,179.3646312,27.36463119
CN1N=C([N+]([O-])=O)N=N1,150,168.7606469,18.76064687
[N-]=[N+]=Nc1n[nH]nc1[N+](=O)[O-],149,142.3002036,-6.699796379
O=[N+](C1=NOC(NC(N=N2)=NN3C2=NN=C3[N+]([O-])=O)=N1)[O-],209.5,215.9082813,6.408281318
O/N=C(N=[N+]=[N-])/C1=NNC([N+]([O-])=O)=N1,124,131.3700255,7.370025463
CN1C(N[N+]([O-])=O)=NC([N+]([O-])=O)=N1,108,135.0533458,27.05334579
[O-][N+](ON=C1[N+]([O-])=O)=C1C(N)=O,113.27,134.5726185,21.3026185
O=[N+](C1=NN(COCN2N=NC([N+]([O-])=O)=N2)N=N1)[O-],203,224.848523,21.84852302
NC1=NN=NN1C2=NC([N+]([O-])=O)=NN2,239,236.8967036,-2.103296428
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CC2)=N1)[O-],307,302.8317359,-4.168264083
