smiles,Td,pred_Td,dev_Td
O=C(CC(NC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)=O)NC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,104,134.4054069,30.40540691
O=[N+](OCN1C2=NON=C2N(CO[N+]([O-])=O)C3=NON=C13)[O-],196,188.6684831,-7.331516869
O=[N+](OCC1(CO[N+]([O-])=O)CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)C1)[O-],196,193.264189,-2.735811024
CCCCN(CCO[N+]([O-])=O)[N+]([O-])=O,212.6,200.5789961,-12.02100387
O=[N+](OCC1=C(CO[N+]([O-])=O)N(CCN2C(CO[N+]([O-])=O)=C(CO[N+]([O-])=O)N=N2)N=N1)[O-],150,134.8819133,-15.11808669
O=[N+](C1=C(OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)C=CC([N+]([O-])=O)=C1)[O-],184.2,185.4643563,1.26435626
O=C(C=C)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,159,176.5628962,17.56289623
O=[N+](OC1COC1)[O-],153,143.3473726,-9.652627427
O=[N+](OCC1=NOC(C2=NC(CO[N+]([O-])=O)=NO2)=N1)[O-],156.96,175.8281728,18.86817279
[N-]=[N+]=Nc1nc(CO[N+](=O)[O-])n[nH]1,145.81,145.9259986,0.115998649
O=C(C=C)OC(CO[N+]([O-])=O)CO[N+]([O-])=O,160,167.3454192,7.345419219
O=[N+](OC(C(C(CO[N+]([O-])=O)O[N+]([O-])=O)O[N+]([O-])=O)CO[N+]([O-])=O)[O-],174.3,161.4899064,-12.81009362
O=[N+](OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],175,171.3912109,-3.608789124
O=[N+](OCC(O[N+]([O-])=O)C(CO[N+]([O-])=O)O[N+]([O-])=O)[O-],167,165.0289059,-1.97109413
NC1=NN=NN1CCO[N+]([O-])=O,163,177.182315,14.182315
O=[N+](OC1(CC2(O[N+]([O-])=O)C3)CC(C2)(O[N+]([O-])=O)CC3(O[N+]([O-])=O)C1)[O-],173,170.8722496,-2.127750406
O=[N+](OCCC1=CC(C2=NOC(CCO[N+]([O-])=O)=C2)=NO1)[O-],200,213.3882937,13.38829373
O=[N+](OCC(O[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)CO[N+]([O-])=O)[O-],169.4,159.4246688,-9.975331153
O=[N+](OC[C@@H]1[C@@H](CO[N+]([O-])=O)[C@@H](CO[N+]([O-])=O)[C@@H]1CO[N+]([O-])=O)[O-],198.4,194.1833809,-4.216619097
O=[N+](OCN1N=C(N=C1C2=NC([N+]([O-])=O)=NN2CO[N+]([O-])=O)[N+]([O-])=O)[O-],176,164.4700522,-11.52994775
O=[N+](OCC1=C(CO[N+]([O-])=O)N=NN1CC(O[N+]([O-])=O)CN2C(CO[N+]([O-])=O)=C(CO[N+]([O-])=O)N=N2)[O-],141,132.5863678,-8.413632175
O=[N+](OC[C@@H]1[C@H](CO[N+]([O-])=O)[C@H](CO[N+]([O-])=O)[C@@H]1CO[N+]([O-])=O)[O-],194,193.7908926,-0.209107445
O=[N+](N(CC(O[N+]([O-])=O)CN([N+]([O-])=O)C(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)C(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],150,145.8238452,-4.176154761
O=[N+](OC[C@@H]1[C@@H](CO[N+]([O-])=O)[C@H](CO[N+]([O-])=O)[C@H]1CO[N+]([O-])=O)[O-],199.4,194.0992812,-5.3007188
O=[N+](OCC1=NC(C2=NOC(CO[N+]([O-])=O)=N2)=NO1)[O-],183,176.1464461,-6.853553934
O=[N+](OCC1=CC(C2=NOC(CO[N+]([O-])=O)=C2)=NO1)[O-],154,184.5148849,30.51488485
O=[N+](OCC1=NC(C2=NON=C2N[N+]([O-])=O)=NO1)[O-],200,128.0442427,-71.95575732
O=[N+](OC[C@@H]1[C@H](CO[N+]([O-])=O)[C@@H](CO[N+]([O-])=O)[C@@H]1CO[N+]([O-])=O)[O-],186.2,194.0031607,7.80316072
O=[N+](OCC1=NC(C2=NON=C2/N=N\C3=NON=C3C4=NOC(CO[N+]([O-])=O)=N4)=NO1)[O-],120,168.4702987,48.47029872
O=[N+](OC1(O[N+]([O-])=O)COC1)[O-],93,106.2151766,13.21517664
O=[N+](NCC(O[N+]([O-])=O)CN[N+]([O-])=O)[O-],168,163.1566003,-4.843399721
O=C(C(NCCO[N+]([O-])=O)=O)NCCO[N+]([O-])=O,182,188.754478,6.754477963
O=[N+](OCCN1N=NC(/N=N/C2=NN(CCO[N+]([O-])=O)N=N2)=N1)[O-],155,169.629878,14.62987796
O=[N+](O[C@H]1OC2C3([N+]([O-])=O)C1O[C@H](O[N+]([O-])=O)C3O[C@@H]2O[N+]([O-])=O)[O-],156,148.980686,-7.019313978
CN([N+]([O-])=O)CCO[N+]([O-])=O,180,172.5737696,-7.426230379
O=c1n(CO[N+](=O)[O-])c2nc3nonc3nc2n1CO[N+](=O)[O-],190,201.75888,11.75888004
