smiles,Td,pred_Td,dev_Td
O=[N+]([O-])c1nc([N+](=O)[O-])n(CN(Cn2nc([N+](=O)[O-])nc2[N+](=O)[O-])[N+](=O)[O-])n1,209,195.7505433,-13.24945667
O=[N+](C1=C(NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)N=NN1C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)[O-],236,281.4924535,45.49245349
O=C(OC)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,224,222.9044645,-1.09553553
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=N2)[O-],152,138.1115067,-13.88849327
O=[N+](C(N(C(C(N=C1)=NN1[N+]([O-])=O)=N2)N=C2[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],136,142.4631455,6.463145548
[N-]=[N+]=Nc1c([N+](=O)[O-])ncn1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],136,127.7449905,-8.255009541
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=NN2CN(C)[N+]([O-])=O,228,198.0471079,-29.95289212
CN1C([N+]([O-])=O)=NN=N1,155,167.5084499,12.50844992
O=[N+](C1=CC([N+]([O-])=O)=NN1CN2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],330,296.6559462,-33.34405378
NN1C(N)=NN=C1C2=NNN=C2[N+]([O-])=O,263,271.330936,8.330935951
O=[N+](C1=NNC(N(C=N2)N=C2[N+]([O-])=O)=N1)[O-],250,245.6741324,-4.325867619
O=[N+](N(CN1C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N1)CN2C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],169,133.6948996,-35.3051004
NN1N=C([N+]([O-])=O)C(N=[N+]=[N-])=N1,141,141.7840402,0.784040236
O=[N+](C1=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],121,106.0424839,-14.9575161
Nc1nc([N+](=O)[O-])nn1-c1nn[nH]n1,246,235.3410899,-10.65891013
NN1C([N+]([O-])=O)=NC([N+]([O-])=O)=N1,165,188.0482972,23.04829715
NN1C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N)=NC([N+]([O-])=O)=C1[N+]([O-])=O,216,256.7700237,40.77002374
O=[N+](C1=C([N+]([O-])=O)C=NN1CN2N=CC([N+]([O-])=O)=C2[N+]([O-])=O)[O-],319,271.7710111,-47.22898892
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],228,228.6756498,0.675649758
O=[N+](C1=CN(CN([N+]([O-])=O)CN2C=C([N+]([O-])=O)C=N2)N=C1)[O-],262,261.5759093,-0.424090732
NN1C(C#N)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,217,186.2014444,-30.79855558
[O-]/[N+](C1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2/[N+]([O-])=N/N3N=C([N+]([O-])=O)N=C3)=N\N4N=C([N+]([O-])=O)N=C4,146.5,144.6021056,-1.897894442
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1C=C([N+]([O-])=O)C=N1)[O-],132,142.2851159,10.28511588
O=[N+](N1C(N2CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C3N([N+]([O-])=O)C1C4N([N+]([O-])=O)C(N3CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C2N4[N+]([O-])=O)[O-],216,198.7777763,-17.22222366
[O-]/[N+](C1=NON=C1N)=N\N2N=C([N+]([O-])=O)N=C2,200,187.5160554,-12.48394457
O=[N+](C1=C2C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3N=NN2N=C1[N+]([O-])=O)[O-],233,248.2366057,15.23660573
O=[N+](C1=NNC2C([N+]([O-])=O)=NNC21)[O-],336,278.6719197,-57.32808025
O=[N+]([O-])c1ccn(C([N+](=O)[O-])[N+](=O)[O-])n1,135.8,122.9260969,-12.87390312
O=[N+](C1=NC=CN1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],126,128.0964058,2.096405772
O=[N+](C1=C([N+]([O-])=O)NC(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2)=N1)[O-],290,272.2601237,-17.7398763
O=[N+](C1=NNC2=C1NN=C2[N+]([O-])=O)[O-],336,325.0696668,-10.93033323
N#[N+]C1=C([N+]([O-])=O)N=C(C2=NC([N+]([O-])=O)=C([N+]#N)[N-]2)[N-]1,199,200.6136197,1.613619704
NC1=NON=C1N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O,245,241.7044351,-3.295564872
O=[N+](C1=NN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(N=[N+]=[N-])=C1[N+]([O-])=O)[O-],117,120.0492145,3.049214539
O=[N+](C1=NNC([N+]([O-])=O)=C1CC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],262,302.2910622,40.29106216
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NON=C2[N+]([O-])=O)[O-],225,222.4214731,-2.578526858
O=[N+](N1N=C(C2=NC([N+]([O-])=O)=NN2)N=C1)[O-],173,219.6159942,46.61599419
CN1N=C([N+]([O-])=O)C(N[N+]([O-])=O)=N1,112,124.1692307,12.16923072
ON(N=C1[N+]([O-])=O)C2=C1N(O)N=C2[N+]([O-])=O,296,241.3239219,-54.67607807
O=[N+](C([N+]([O-])=O)C1=NNC([N+]([O-])=O)=N1)[O-],86,127.5455352,41.54553516
[O-][N+]1=C(N)[N+]([O-])=NC(N2C(C)=C([N+]([O-])=O)C(C)=N2)=N1,211,231.1638134,20.16381343
CN(C([N+]([O-])=O)=C1N=[N+]=[N-])N=C1[N+]([O-])=O,161,155.0080213,-5.991978741
O=[N+](C1=NNC([N+]([O-])=O)=C1CCC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],351,314.252944,-36.74705604
CC1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C1,117,114.7910237,-2.208976295
O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)N=NN/1)[O-],148,151.2210707,3.221070732
NC1=C([N+]([O-])=O)N(N=C1[N+]([O-])=O)C2=C([N+]([O-])=O)NN=C2[N+]([O-])=O,284,281.0117522,-2.988247766
O=[N+](N(CN1C=C([N+]([O-])=O)C([N+]([O-])=O)=N1)CN2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],261,231.0358548,-29.96414521
O=[N+](C1=CNN=C1C2=NN=C(C3=NNC=C3[N+]([O-])=O)O2)[O-],338,334.8156956,-3.184304399
O=[N+](C(C([N+]([O-])=O)=C1[N+]([O-])=O)=NN1CC2=NN=C(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C([N+]([O-])=O)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C([N+]([O-])=O)=C6[N+]([O-])=O)[O-],151,154.0649611,3.064961142
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1C=C([N+]([O-])=O)N=C1)[O-],119,131.976249,12.97624895
O=[N+](C1=CNN=C1[N+]([O-])=O)[O-],285,245.9256745,-39.07432545
O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=N2)N=C1)[O-],227,210.8025908,-16.19740917
Nn1cnc([N+](=O)[O-])c1[N+](=O)[O-],235,234.489372,-0.510628018
NC1=NC([N+]([O-])=O)=NN1CN(CN2N=C([N+]([O-])=O)N=C2N)[N+]([O-])=O,246,238.9021323,-7.097867735
O=[N+]([O-])c1ncn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,141,140.7617422,-0.238257799
O=[N+](C1=NNN=N1)[O-],130,170.0688162,40.06881624
O=[N+](C1=NN(CO[N+]([O-])=O)C2=C1N(CO[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],206,197.6999772,-8.300022842
O=[N+](C1=CN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1)[O-],112,148.789337,36.789337
O=[N+](C1=CNN=C1C2=NNC=C2[N+]([O-])=O)[O-],365,336.4582353,-28.54176473
NC1=C(N(CCCN2N=NN=C2N)N=C1[N+]([O-])=O)[N+]([O-])=O,265,267.6927419,2.692741918
O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],145,174.0995464,29.09954642
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-n1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],297,237.9909225,-59.00907752
[O-]C1=C(C([N+]([O-])=O)=NN1C)[N+]#N,228,205.7156691,-22.28433092
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=N1)[O-],181,173.6109549,-7.389045074
O=[N+]([O-])c1nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2c([N+](=O)[O-])nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c12,160,152.0609855,-7.939014539
Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-],264,230.3178005,-33.68219953
NC1=NN=C(N1N)C2=NNC=C2[N+]([O-])=O,331,303.2565458,-27.74345418
O=[N+](C1=C(N=[N+]=[N-])N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],131,120.1231859,-10.87681414
O=[N+](C1=NN(CN=[N+]=[N-])C2=C1N(CN=[N+]=[N-])N=C2[N+]([O-])=O)[O-],198,218.1413396,20.14133964
O=[N+](C1=C(N=[N+]=[N-])C([N+]([O-])=O)=NN1CC2=NN=NN2)[O-],148,140.4468408,-7.553159235
NN1C=C([N+]([O-])=O)C([N+]([O-])=O)=N1,241,227.8041374,-13.19586264
O=[N+](N(CN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=CC([N+]([O-])=O)=N2)[O-],250,237.2698657,-12.73013426
O=[N+](C1=NNN=C1N[N+]([O-])=O)[O-],130,124.208955,-5.791044961
NN1C(CN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)=NN=C1CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O,213,220.0320152,7.032015224
CN(C([N+]([O-])=O)=C1N)N=C1[N+]([O-])=O,270,258.8941831,-11.10581693
NC1=NC([N+]([O-])=O)=NN1C2=NC([N+]([O-])=O)=NN2,252,259.7079003,7.70790028
[H][C@]12CCCC[C@]1([H])N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N2[N+]([O-])=O,120,121.1380914,1.138091427
O=[N+]([O-])OCc1nc([N+](=O)[O-])n[nH]1,163.18,178.8174052,15.63740523
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NN=NN2)[O-],155,195.2629178,40.26291777
O=[N+](C1=NNC([N+]([O-])=O)=C1)[O-],199,248.1892144,49.18921443
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NO/C(N2)=N/[N+]([O-])=O,201,192.2980757,-8.701924298
NN1C(N)=NC([N+]([O-])=O)=N1,244,225.8675018,-18.13249821
NC1=C([N+]([O-])=O)N(CN([N+]([O-])=O)CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2)N=C1[N+]([O-])=O,232,234.6364865,2.636486477
O=[N+](C1=NNC(NC2=NN=C(NC3=NC([N+]([O-])=O)=NN3)N=N2)=N1)[O-],283.6,279.2114926,-4.388507448
CC1=NON=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,141,143.8109888,2.810988817
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],157,169.6028292,12.60282915
O=C(OC1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C1OC(C)=O)C,118,129.0795261,11.07952615
O=[N+](C1=NNN=C1C2=NN=NN2)[O-],188,218.2194657,30.21946569
O=[N+]([O-])c1cn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cn1,139,149.0384647,10.03846472
O=[N+](C1=NNC=C1)[O-],231,241.7217634,10.72176336
O=[N+](C1=NNN=C1NC2=NN=NN2)[O-],308,233.207393,-74.79260704
NC1=NN=NN1CCN(C(N)=C2[N+]([O-])=O)N=C2[N+]([O-])=O,239,245.4590313,6.459031302
NC(N=N1)=C([N+]([O-])=O)N2C1=C([N+]([O-])=O)C(C3=NN(C(N)=C([N+]([O-])=O)N=N4)C4=C3[N+]([O-])=O)=N2,315,298.2605361,-16.73946387
O=[N+](NC1=NNC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[O-],124,91.95554339,-32.04445661
O=[N+](C1=NN(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=NN2N[N+]([O-])=O)=N1)[O-],121,119.9785811,-1.021418937
NC1=NC(CN2C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=NO1,201,227.7694549,26.76945494
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1C#N,196,232.873242,36.87324195
Nc1c([N+](=O)[O-])nn(-c2c([N+](=O)[O-])nn(N)c2[N+](=O)[O-])c1[N+](=O)[O-],284,253.8637776,-30.13622239
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1C3=NN=NN3,240,252.4242944,12.4242944
O=[N+](C1=NON=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=C2[N+]([O-])=O)[O-],134,144.0148206,10.01482061
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN(N=NN/2)C2=N\[N+]([O-])=O,152,179.3646312,27.36463119
CN1N=C([N+]([O-])=O)N=N1,150,168.7606469,18.76064687
[N-]=[N+]=Nc1n[nH]nc1[N+](=O)[O-],149,142.3002036,-6.699796379
O=[N+](C1=NOC(NC(N=N2)=NN3C2=NN=C3[N+]([O-])=O)=N1)[O-],209.5,215.9082813,6.408281318
O/N=C(N=[N+]=[N-])/C1=NNC([N+]([O-])=O)=N1,124,131.3700255,7.370025463
CN1C(N[N+]([O-])=O)=NC([N+]([O-])=O)=N1,108,135.0533458,27.05334579
O=[N+](C1=NN(COCN2N=NC([N+]([O-])=O)=N2)N=N1)[O-],203,224.848523,21.84852302
NC1=NN=NN1C2=NC([N+]([O-])=O)=NN2,239,236.8967036,-2.103296428
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CC2)=N1)[O-],307,302.8317359,-4.168264083
NN1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C13,242,228.6591293,-13.34087071
O=[N+](C1=NNN=C1C2=NC(N=NC3=NNC(C4=NNN=C4[N+]([O-])=O)=N3)=NN2)[O-],209.2,272.0615722,62.86157215
[N-]=[N+]=NC1=NC(C2=NC([N+]([O-])=O)=NN2)=NN1,180.7,174.8003716,-5.899628389
O=[N+](C1=NC(C2=NON=C2[N+]([O-])=O)=NN1)[O-],191,212.2899209,21.28992091
[O-]C1=C([N+]#N)C([N+]([O-])=O)=NN1CN2C([O-])=C([N+]#N)C([N+]([O-])=O)=N2,225.6,229.0280512,3.428051199
NC1=C([N+]([O-])=O)N(N=C1[N+]([O-])=O)CC2=NN=C(CN3N=C([N+]([O-])=O)C(N)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C(N)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C(N)=C6[N+]([O-])=O,214,217.5808279,3.580827934
O=[N+](C1=NN(CC2=NN=NN2)N=N1)[O-],214,203.6985341,-10.30146587
O=[N+](C1=NN(CC#N)N=N1)[O-],210,187.1179541,-22.88204585
O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])=NC2CCCCC21,120.16,125.3838951,5.223895067
NC1=NN=NN1CCN(C=C2)N=C2[N+]([O-])=O,254,250.8526961,-3.147303902
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1C2=NNC=N2)[O-],172,135.0847843,-36.91521566
O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])=NC2OCCOC21,134.92,128.4968049,-6.423195138
Nn1cc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])cn1N,308,310.5231352,2.523135217
O=[N+](C1=NN(COCN2N=C(N=C2)[N+]([O-])=O)C=N1)[O-],320,290.5307141,-29.46928592
O=[N+](C1=NNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],210.5,245.7288039,35.22880394
NC1=C([N+]([O-])=O)N(CCN2N=C([N+]([O-])=O)C(N)=C2[N+]([O-])=O)N=C1[N+]([O-])=O,311,300.0159479,-10.98405213
Nn1cnc([N+](=O)[O-])c1,237,250.497411,13.49741096
NC1=NC([N+]([O-])=O)=NN1CC2=NN=NN2,242,242.2781626,0.278162602
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NN=C(C3=NN=C(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)O3)O2)[O-],265,271.380847,6.380846989
NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2N,252,252.5697934,0.569793411
O=[N+](C1=NON=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],134,137.4481719,3.448171853
O=[N+](C1=C(C([N+]([O-])=O)=NN1)C2=NC(C3=C([N+]([O-])=O)NN=C3[N+]([O-])=O)=NN2)[O-],300,299.6549511,-0.345048904
O=[N+](C1=CNN=C1C2=NN=C(C3=NN=C(C4=NNC=C4[N+]([O-])=O)O3)O2)[O-],368,336.1687459,-31.83125408
[N-]=[N+]=NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],111.3,147.0832129,35.78321289
O=[N+](C1=C(C2=NC([N+]([O-])=O)=NN2)NN=C1C3=NC([N+]([O-])=O)=NN3)[O-],238.2,281.9114992,43.71149918
NC1=NN=NN1CCN(C=N2)N=C2[N+]([O-])=O,255,238.5097532,-16.49024676
O=[N+](C([N+]([O-])=O)C1=C([N+]([O-])=O)NN=C1)[O-],117,131.6793239,14.6793239
O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])nn2C([N+](=O)[O-])[N+](=O)[O-])n(C([N+](=O)[O-])[N+](=O)[O-])n1,166,136.3124133,-29.68758675
CN([N+]([O-])=O)CN1C(N2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=C([N+]([O-])=O)C=N1,264,207.2161173,-56.78388268
O=[N+](C1=CN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],141,130.0220096,-10.97799038
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1N=[N+]=[N-],166,177.570848,11.57084797
O=[N+](N(CN1C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N2)[O-],166,141.4291511,-24.57084892
NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=N1,190,205.8360089,15.83600892
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NN=C(C3=CC([N+]([O-])=O)=NN3)O2)[O-],254,269.73593,15.73593001
CN([N+]([O-])=O)CN1C=C([N+]([O-])=O)N=C1[N+]([O-])=O,183,202.9584993,19.95849931
O=[N+]([O-])c1ncn(CN(Cn2cnc([N+](=O)[O-])c2[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],234,226.6359144,-7.364085596
O=[N+](C1=NN=C(NN2N=NN=C2)N1)[O-],186,203.8480973,17.84809735
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1,234,188.3078262,-45.69217377
[O-][N+]1=NC2=NN=C([N+]([O-])=O)N2N=C1N,220,202.8069611,-17.19303894
O=[N+](N1C=CC(C2=NN([N+]([O-])=O)C=C2)=N1)[O-],183,222.5434369,39.54343691
NN1C=C([N+]([O-])=O)C(N2N=NN=C2)=N1,246,248.9599013,2.959901318
NC1=C([N+]([O-])=O)C=NN1C2=NN=CN2N[N+]([O-])=O,195,222.5591891,27.5591891
O=[N+](C1=NN(CC2=NN=NN2)C(N[N+]([O-])=O)=N1)[O-],149,154.8255698,5.825569767
NC1=NC(C2=NNN=C2[N+]([O-])=O)=NN1,263.32,262.1461715,-1.173828535
O=C(C1=NC([N+]([O-])=O)=NN1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C2=NC([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,164,140.9596766,-23.04032338
O=[N+](C1=C(C([N+]([O-])=O)=NN1C[N+]([O-])=O)[N+]([O-])=O)[O-],202,154.4103389,-47.58966113
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,246,248.9247969,2.924796922
O=[N+](N1C2C(N([N+]([O-])=O)C13)N([N+]([O-])=O)C(N([N+]([O-])=O)C3N4[N+]([O-])=O)C4N2CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],212,205.0394898,-6.960510153
O=[N+](C1=CN(COCN2N=C(C([N+]([O-])=O)=C2)[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],298,277.9332903,-20.06670971
[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\N2N=C([N+]([O-])=O)N=C2,227,160.676362,-66.323638
NN1C(N)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,254,220.2027792,-33.79722077
NN1C(N(C=N2)N=C2[N+]([O-])=O)=NC([N+]([O-])=O)=N1,242,248.338957,6.338956959
NC(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O,241,237.9186229,-3.081377124
[O-]C1=C([N+]#N)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]#N)=C2[O-],247,237.7450507,-9.254949282
ON1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1[N+]([O-])=O,146,153.6907201,7.690720092
ON1N=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=NN2O,191,202.1661467,11.16614668
CC1=CC(C)=NC2=NC([N+]([O-])=O)=NN12,269,284.4759476,15.47594761
NC1=C([N+]([O-])=O)N=NN1C2=NN=NN2,233,227.4316465,-5.568353533
O=[N+](C1=NNC(C2=CC([N+]([O-])=O)=NN2)=C1)[O-],376,326.2191757,-49.78082433
O=[N+](C1=CNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],278,273.5677439,-4.432256087
O=[N+](C1=NNC(/N=N/C2=NC([N+]([O-])=O)=NN2)=N1)[O-],289,255.8351796,-33.16482043
O=[N+](C1=NNC(C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2)=C1[N+]([O-])=O)[O-],243,269.5394737,26.53947367
O=[N+](C1=NN=C([C-]1[N+]#N)[N+]([O-])=O)[O-],154,144.7520373,-9.247962696
O=[N+]([O-])c1n[nH]c(CO)n1,187.39,215.7026306,28.31263059
