smiles,Td,pred_Td,dev_Td
NC1=NC([N+]([O-])=O)=NN1CN(CN2N=C([N+]([O-])=O)N=C2N)[N+]([O-])=O,246,238.9021323,-7.097867735
O=[N+]([O-])/N=c1\[nH]nc(CO[N+](=O)[O-])[nH]1,208.55,167.6395495,-40.91045048
O=[N+](NC1=NN=NN1CCO[N+]([O-])=O)[O-],99,116.2817736,17.28177362
[NH2+]=C1N(C)N=NN1[N-][N+]([O-])=O,150,149.3401426,-0.659857429
O=[N+](/N=C1NN=C(CO[N+]([O-])=O)O/1)[O-],208.55,148.4392994,-60.11070064
CON1N=NN/C1=N\[N+]([O-])=O,223,159.4839011,-63.51609888
O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],145,174.0995464,29.09954642
CN(CC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)[N+]([O-])=O,178,156.3146037,-21.68539628
[O-][N+]1=C(C2=NN=C(N[N+]([O-])=O)O2)C([N+]([O-])=O)=NO1,85,102.6618179,17.66181788
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=N1)[O-],181,173.6109549,-7.389045074
O=C(OC(C)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,133,133.8344126,0.834412637
[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N/C2=NON=C2N[N+]([O-])=O,90,97.92927194,7.929271943
O=[N+](C1=C(N=[N+]=[N-])N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],131,120.1231859,-10.87681414
[O-]/[N+](C1=NON=C1/N=[N+]([O-])/C2=NON=C2[N+]([O-])=O)=N\[N+]([O-])=O,114,126.4834279,12.48342788
CN(CC(NNC(CN([N+]([O-])=O)C)=O)=O)[N+]([O-])=O,201,186.4784238,-14.52157621
OC(CN([N+]([O-])=O)C(C(N([N+]([O-])=O)CC(O)=O)=O)=O)=O,132,144.2980692,12.29806924
O=C1OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)N1[N+]([O-])=O,160,142.8338228,-17.16617722
O=[N+](N(CN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=CC([N+]([O-])=O)=N2)[O-],250,237.2698657,-12.73013426
CN[N+]([O-])=O,86,134.075029,48.07502904
O=[N+](C1=NNN=C1N[N+]([O-])=O)[O-],130,124.208955,-5.791044961
O=[N+]([O-])NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-],183,175.5854249,-7.414575081
Cc1c(-c2nc(N[N+](=O)[O-])n[nH]2)no[n+]1[O-],180.5,155.188733,-25.31126697
NC1=[NH+]N=C(/N=N/C2=N[NH+]=C(N)N2[N-][N+]([O-])=O)N1[N-][N+]([O-])=O,167,163.4876028,-3.51239719
[H][C@]12CCCC[C@]1([H])N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N2[N+]([O-])=O,120,121.1380914,1.138091427
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NO/C(N2)=N/[N+]([O-])=O,201,192.2980757,-8.701924298
NC1=C([N+]([O-])=O)N(CN([N+]([O-])=O)CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2)N=C1[N+]([O-])=O,232,234.6364865,2.636486477
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],157,169.6028292,12.60282915
O=C(OC1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C1OC(C)=O)C,118,129.0795261,11.07952615
O=[N+](NC1=NON=C1C2=NON=C2N[N+]([O-])=O)[O-],80,109.7585418,29.75854182
CC1=NC(C2=NON=C2N[N+]([O-])=O)=NO1,158,163.5922028,5.592202817
CN(CC#N)[N+](=O)[O-],193,185.756415,-7.243584963
O=[N+](NCC(CN[N+]([O-])=O)(COCC(CN[N+]([O-])=O)(COC(CN[N+]([O-])=O)(CN[N+]([O-])=O)CN[N+]([O-])=O)CN[N+]([O-])=O)CN[N+]([O-])=O)[O-],181,173.2072382,-7.792761814
O=[N+](C1=CC2=C(N/C(N2)=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],250,247.1022646,-2.897735355
[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N\C2=NON=C2N[N+]([O-])=O,67,99.12076662,32.12076662
O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,140,136.842108,-3.157892027
O=[N+](NC1=NNC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[O-],124,91.95554339,-32.04445661
O=[N+](C1=NN(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=NN2N[N+]([O-])=O)=N1)[O-],121,119.9785811,-1.021418937
O=[N+]([O-])c1nonc1N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],135,122.7641395,-12.23586046
O=[N+](C1([N+]([O-])=O)CN([N+]([O-])=O)CN([N+]([O-])=O)C1)[O-],188,206.6498006,18.64980061
O/C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N\[N+]([O-])=O,111,111.6880904,0.688090423
NN/C(N)=N/[N+]([O-])=O,184,175.4828002,-8.517199751
[N-]=[N+]=NC1=NC(N[N+]([O-])=O)=NC(N=[N+]=[N-])=N1,153,122.1601657,-30.8398343
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN(N=NN/2)C2=N\[N+]([O-])=O,152,179.3646312,27.36463119
CN1C(N[N+]([O-])=O)=NC([N+]([O-])=O)=N1,108,135.0533458,27.05334579
O=C(N[N+](=O)[O-])OCCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],156,141.4379885,-14.56201147
CN([N+]([O-])=O)CN([N+]([O-])=O)C,168.7,185.0473792,16.3473792
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CN([N+]([O-])=O)C1=NON=C1NC2=NN=C(NC3=NON=C3N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=N2)[O-],144,145.7624077,1.762407722
O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])=NC2CCCCC21,120.16,125.3838951,5.223895067
[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\[N+]([O-])=O,109,101.57674,-7.423259966
O=[N+]([O-])/N=[N+](\[O-])c1nonc1/N=N/c1nonc1/[N+]([O-])=N/[N+](=O)[O-],83,122.4665945,39.46659448
O=[N+](N(CCN(C1=NON=C1C2=NN=NN2)[N+]([O-])=O)C3=NON=C3C4=NN=NN4)[O-],163,167.7397159,4.739715894
O=[N+](NC1=NNC(C2=NON=C2[N+]([O-])=O)=N1)[O-],163,150.2392345,-12.76076551
O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])=NC2OCCOC21,134.92,128.4968049,-6.423195138
NC1=NN=NN1CC2=NNC(N[N+]([O-])=O)=N2,204,199.6255812,-4.374418757
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,284,242.8293562,-41.17064375
CCCCN(CCO[N+]([O-])=O)[N+]([O-])=O,212.6,200.5789961,-12.02100387
O=[N+](/N=C1NN=C2NC=NN2\1)[O-],169,214.0748512,45.07485116
O=[N+](NC1=NNC(C2=NN=C(C3=NC(N[N+]([O-])=O)=NN3)N=N2)=N1)[O-],162,182.9008258,20.90082576
[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N\C,140.4,117.73311,-22.66688996
NC1=[NH+]N=NN1[N-][N+]([O-])=O,113,126.9843634,13.98436344
CN(CC(N)=O)[N+]([O-])=O,186,194.5769881,8.576988139
O=[N+](NN1C(NN2N=NN=C2)=NN=C1)[O-],177,160.8743537,-16.12564628
O=[N+](NC1=NN=C(CCC2=NN=C(N[N+]([O-])=O)O2)O1)[O-],215,178.1561577,-36.84384226
O=C(N[N+]([O-])=O)OC1C(OC(N[N+]([O-])=O)=O)C([N+]([O-])=O)C(OC(N[N+]([O-])=O)=O)C(OC(N[N+]([O-])=O)=O)C1[N+]([O-])=O,160,152.0508263,-7.949173739
CN([N+]([O-])=O)CN1C(N2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=C([N+]([O-])=O)C=N1,264,207.2161173,-56.78388268
O=C(NN1C=NN=C1N[N+]([O-])=O)C2=NN=C(N[N+]([O-])=O)N2,205,164.5716531,-40.42834694
[N-]=[N+]=NCC(CN=[N+]=[N-])(CN=[N+]=[N-])NC(=O)N[N+](=O)[O-],79,105.4255963,26.42559632
NC1=C([N+]([O-])=O)C(N/C(N)=N\[N+]([O-])=O)=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,287,244.7008218,-42.29917817
O=[N+](N(CCN(C1=NON=C1C2=NOC=N2)[N+]([O-])=O)C3=NON=C3C4=NOC=N4)[O-],175,179.4629352,4.462935227
O=[N+]([O-])Nc1nonc1/[N+]([O-])=N\c1nonc1/N=N\c1nonc1/N=[N+](/[O-])c1nonc1N[N+](=O)[O-],120,130.9029019,10.90290191
O=[N+](N1C2=NON=C2N(COC(C)=O)C3N([N+]([O-])=O)C4=NON=C4N(COC(C)=O)C31)[O-],210,224.3374634,14.33746342
O=C(OCC(COC(N[N+]([O-])=O)=O)([N+]([O-])=O)COC(N[N+]([O-])=O)=O)N[N+]([O-])=O,148,166.2075573,18.20755729
O=[N+](N(CN1C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N2)[O-],166,141.4291511,-24.57084892
O=[N+](/N=C1NN=NN\1)[O-],122,148.5392459,26.53924587
OCC1=NN/C(O1)=N/[N+]([O-])=O,187.39,165.0728581,-22.31714186
O=[N+](N[C@@H]1N([N+]([O-])=O)CCN([N+]([O-])=O)[C@H]1N[N+]([O-])=O)[O-],140,138.0910318,-1.908968237
O=[N+](/C([N+]([O-])=O)=C1NCN([N+]([O-])=O)CN\1)[O-],158,170.1795915,12.1795915
CN([N+]([O-])=O)CN1C=C([N+]([O-])=O)N=C1[N+]([O-])=O,183,202.9584993,19.95849931
CC1=[N+]([O-])ON=C1/C=N/N/C(N)=N/[N+]([O-])=O,195.5,178.9717195,-16.52828053
O=[N+](NC1=NON=C1N[N+]([O-])=O)[O-],99,98.16963593,-0.830364074
O=[N+]([O-])c1ncn(CN(Cn2cnc([N+](=O)[O-])c2[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],234,226.6359144,-7.364085596
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1,234,188.3078262,-45.69217377
NC1=C([N+]([O-])=O)C=NN1C2=NN=CN2N[N+]([O-])=O,195,222.5591891,27.5591891
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCN([N+]([O-])=O)CN1)[O-],136,124.6692239,-11.3307761
O=[N+](NN1C(C2=NN=NN2N[N+]([O-])=O)=NN=N1)[O-],107,119.8751612,12.87516116
O=[N+](C1=NN(CC2=NN=NN2)C(N[N+]([O-])=O)=N1)[O-],149,154.8255698,5.825569767
Cc1ccc([N+]([O-])=N[N+](=O)[O-])cc1[N+]([O-])=N[N+](=O)[O-],139.5,130.5418645,-8.958135504
O=[N+](/N=C1OC(C2=NN/C(O2)=N\[N+]([O-])=O)=NN/1)[O-],200,163.2698507,-36.73014928
O=[N+](N(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CCN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[O-],127,146.925101,19.92510098
O=[N+](N=C1NNC(N/C(NN2)=C([N+]([O-])=O)/[N+]([O-])=O)C2N1)[O-],123.4,148.2186106,24.8186106
O=[N+](N1C2C(N([N+]([O-])=O)C13)N([N+]([O-])=O)C(N([N+]([O-])=O)C3N4[N+]([O-])=O)C4N2CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],212,205.0394898,-6.960510153
CN([N+]([O-])=O)C[N+]1=NN([O-])C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,147,182.7150524,35.7150524
CN([N+]([O-])=O)CN(N=NN/1)C1=N\[N+]([O-])=O,119,147.2574288,28.25742878
O=C(N([N+]([O-])=O)CN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,161,170.7486895,9.748689512
N/C(NC(C)C)=N\[N+]([O-])=O,189.1,210.0191893,20.9191893
O=[N+](NC1=NN=C2N=NC(NC3=NON=C3N[N+]([O-])=O)=NN21)[O-],125,166.2849306,41.28493062
[O-]/[N+](C1=NON=C1/[N+]([O-])=N/[N+]([O-])=O)=N\[N+]([O-])=O,91.82,103.5048765,11.68487648
NC1=NN/C(O1)=N/[N+]([O-])=O,153,169.392643,16.39264303
O=C(NC(N[N+]([O-])=O)=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,114,119.9047516,5.904751583
O=[N+](C(CN([N+]([O-])=O)C1=NON=C1C2=NOC(C3=NC(C4=NON=C4N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO3)=N2)([N+]([O-])=O)[N+]([O-])=O)[O-],151.5,143.289558,-8.210441952
O=C(NCN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,170,164.9839717,-5.016028274
O=[N+](/N=C1N(CC2=NN=NN2)N=NN/1)[O-],178,178.7113976,0.711397604
O=C(OCC(COC(N[N+]([O-])=O)=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,158,154.9956799,-3.004320117
CN([N+]([O-])=O)CNC(NCN([N+]([O-])=O)C)=O,162,177.0316264,15.03162643
O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)CCN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,164,162.6373033,-1.362696725
O=[N+](C1([N+]([O-])=O)[C@@H]2N([N+]([O-])=O)[C@H]3C([N+]([O-])=O)([N+]([O-])=O)[C@H](N([N+]([O-])=O)[C@@H]1C3)C2)[O-],235,234.0614418,-0.938558207
O=[N+](C1=NN(N[N+]([O-])=O)C2=C1N(N[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],128,136.5792203,8.579220301
NC1=NON=C1C2=NC(N[N+]([O-])=O)=NN2,195,194.6131864,-0.386813588
O=[N+](C1=NN(CCN2N=C([N+]([O-])=O)N=C2N[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],107,141.5958049,34.59580487
O=[N+](NC1=NNC(C2=NON=C2/N=N\C3=NON=C3C4=NC(N[N+]([O-])=O)=NN4)=N1)[O-],174,176.919141,2.919141019
CN(CC(N[N+]([O-])=O)=O)[N+]([O-])=O,113,139.6383266,26.6383266
NC1=NC(N)=NC2=C([N+]([O-])=O)C(N[N+]([O-])=O)=NN21,248,214.2792085,-33.72079153
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]nc2[N+](=O)[O-])[nH]1,168.45,189.948237,21.498237
CN([N+]([O-])=O)CNC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,183,153.6281633,-29.3718367
[N-]=[N+]=NC1=C([N+]([O-])=O)N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O,136.7,129.6946893,-7.00531074
O=[N+](NC1=NC(CN2C(N[N+]([O-])=O)=NN=N2)=NN1)[O-],159,149.4222305,-9.577769453
O=[N+](NC1=NNC(C2=NON=C2N[N+]([O-])=O)=N1)[O-],128,133.7519426,5.751942613
N/C(NN=C)=N/[N+]([O-])=O,170,188.2298193,18.2298193
NC1=[NH+]N=C(O1)C2=NON=C2[N-][N+]([O-])=O,132,155.0315374,23.03153744
NC1=NO/C(N1)=N/[N+]([O-])=O,168,158.6004428,-9.399557248
O=[N+](N1CN=C2N(CN([N+]([O-])=O)CC2([N+]([O-])=O)[N+]([O-])=O)C1)[O-],176,170.0949581,-5.90504189
O=C(OCC(OC(N[N+]([O-])=O)=O)COC(N[N+]([O-])=O)=O)N[N+]([O-])=O,152,159.8047224,7.804722441
O=[N+]([O-])Nc1nnc2nnc(/N=N/c3nnc4nnc(N[N+](=O)[O-])nn34)n2n1,170,169.3144476,-0.685552425
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1[N+]([O-])=O,165,172.6156459,7.615645867
N/C(NNC(C)=O)=N\[N+]([O-])=O,189,177.965561,-11.03443901
N/C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=N\[N+]([O-])=O,182,184.2157987,2.215798736
O=[N+](C1=NNC(C2=NN/C(N2)=N\[N+]([O-])=O)=N1)[O-],150,184.5905179,34.59051794
O=[N+](NC1=NC(/N=N/C2=NOC(N[N+]([O-])=O)=N2)=NO1)[O-],140,135.7388654,-4.261134571
